X,Y,OBJECTID,CFNAME,CFTYPE,CFSUBTYPE,ADDRESS,GNISCODE,COMMENT,Jurisdiction,Community
1127134.405,1865946.80375,1487,Walsh Elementary School,School,PubElem,5640 S 75TH AVE,420487,,SCHOOL DIST #104      ,Summit
1128157.25175,1863949.72925,1488,Heritage Middle School,School,PubElem,6021 S 74TH AVE,409345,,SCHOOL DIST #104      ,Summit
1114270.394,1883729.73675,1489,Brook Park Elementary School,School,PubElem,1214 Raymond Ave,404904,,SCHOOL DIST #95       ,La Grange Park
1128481.9045,1863824.72925,1491,Otis P Graves Elementary School,School,PubElem,6021 S 74TH AVE,409345,,SCHOOL DIST #104      ,Summit
1109928.12225,1890196.95475,1492,Westchester Middle School,School,PubElem,1620 Norfolk Ave,1837193,,SCHOOL DIST # 92 1/2  ,Westchester
1104119.95575,1888126.26125,1493,Immaculate Heart Of Mary High School,School,PrivHigh,10900 Cermak Rd,410785,,SISTRS IMACULATE HEART,Westchester
1105125.01725,1885967.57375,1494,Westchester Primary School,School,PubSchool,2400 Downing Ave,421931,,SCHOOL DIST # 92 1/2  ,Westchester
1158998.59875,1844515.9165,1495,Northeast Elementary School,School,PubElem,9058 S California Ave,414694,,TRST OF SCHL DIST #124,Evergreen Park
1154512.14325,1836246.3635,1496,Queen of Martyrs School,School,PrivSchool,3550 W 103rd St,416305,,CATHOLIC BISHOP CHGO  ,Chicago
1156138.0315,1841783.08775,1497,Central Junior High School,School,PubElem,9418 S Sawyer Ave,408124,,TRST OF SCHL DIST #124,Evergreen Park
1104240.2625,1863322.00325,1498,Highlands Middle School,School,PubElem,1850 W PLAINFIELD RD,410238,,SCHOOL DIST #106      ,Lyons Twp
1158400.11225,1839353.9595,1499,Southeast Elementary School,School,PubElem,9800 S Francisco Ave,426840,,TRST OF SCHL DIST #124,Evergreen Park
1104775.41875,1863736.06575,1500,Highlands Elementary School,School,PubElem,5850 LAUREL AVE,415758,,SCHOOL DIST #106      ,Lyons Twp
1153494.32325,1841037.25625,1501,Most Holy Redeemer School,School,PrivSchool,9536 S Millard Ave,410445,,CATHOLIC BISHOP CHGO  ,Evergreen Park
1115862.30875,1895072.539,1502,Roosevelt Elementary School,School,PubElem,1934 S 14th Ave,416926,,SCHOOL DIST #89       ,Broadview
1114805.146,1891741.31925,1503,Lindop Elementary School,School,PubElem,2400 S 18th Ave,1831357,,SCHOOL DISTRICT #92   ,Broadview
1115048.594,1859519.88675,1504,Hodgkins Elementary School,School,PubElem,6508 KANE AVE,1829687,,SCHOOL DIST #103      ,Hodgkins
1116715.46025,1886945.782,1505,Komarek Elementary School,School,PubElem,8940 24th St,411601,,SCHO0L DIST #94       ,North Riverside
1117662.52975,1886645.4405,1506,Mater Christi School,School,PrivSchool,2400 10th Ave,413116,,CATHOLIC BISHOP CHGO  ,North Riverside
1126886.96825,1899673.48375,1507,Walther Lutheran Academy,School,PrivSchool,305 Circle Ave,,,ST JOHN EVAN LUTH CONG,Forest Park
1168517.416,1930343.11275,1508,Stewart Elementary School,School,PubElem,4525 N Kenmore Ave,419131,,CHICAGO BD EDUCATION  ,Chicago
1170534.7545,1925426.5165,1509,Bernard Zell Anshe Emet Day School,School,PrivSchool,3751 N Broadway St,1825762,,ANSHE EMET SYN OF CHGO,Chicago
1169893.28525,1926254.308,1510,Greeley Elementary School,School,PubElem,832 W Sheridan Rd,,,CHICAGO BD EDUCATION  ,Chicago
1124452.4725,1846589.37125,1511,Gladness V Player Early Childhood Center,School,PubSchool,8600 ROBERTS RD,1829776,,SCHOOL DIST #109      ,Justice
1156593.92075,1934579.241,1512,North Shore Seventh Day Adventist Academy,School,PrivSchool,5220 N California Ave,1836661,,ILL ASSN 7TH DAY ADVNT,Chicago
1119803.69075,1853323.68625,1513,Frank A Brodnicki Elementary School,School,PubElem,7540 S 86TH AVE,404898,,SCHOOL DIST #109      ,Justice
1167075.4855,1936880.93225,1514,Northside Catholic Academy,School,PrivSchool,5525 N Magnolia Ave,1833250,,CATHOLIC BISHOP CHGO  ,Chicago
1167947.51375,1934503.756,1515,Goudy Elementary School,School,PubElem,5120 N Winthrop Ave,1829827,,CHICAGO BOARD OF ED   ,Chicago
1160825.31975,1926184.50175,1516,Saint Benedict Elementary School,School,PrivElem,3920 N Leavitt St,1833134,,CATHOLIC BISHOP CHGO  ,Chicago
1160825.31975,1926184.50175,1517,Saint Benedict High School,School,PrivHigh,3900 N Leavitt St,417197,,CATHOLIC BISHOP CHGO  ,Chicago
1157370.83475,1934238.1005,1518,Budlong Elementary School,School,PubElem,2701 W Foster Ave,405148,,CHICAGO BD EDUCATION  ,Chicago
1157211.05675,1933902.01375,1519,Saint Demetrios Greek Orthodox School,School,PrivSchool,2727 W Winona St,1833190,,ST DEMETRIOS GREEK ORT,Chicago
1159817.564,1932710.289,1520,Saint Matthias/Transfiguration School,School,PrivSchool,4910 N Claremont Ave,417633,,CATHOLIC BISHOP CHGO  ,Chicago
1154440.619,1929434.24075,1521,North River Elementary School,School,PubElem,4416 N Troy St,,,CATHOLIC BISHOP CHGO  ,Chicago
1165493.543,1937120.41175,1522,Pierce Elementary School,School,PubElem,1423 W Bryn Mawr Ave,415643,,CHICAGO BOARD OF ED   ,Chicago
1156819.67375,1937361.6525,1523,Saint Hilary School,School,PrivSchool,5614 N Fairfield Ave,1833244,,CATHOLIC BISHOP CHGO  ,Chicago
1164101.77475,1937178.63575,1524,Saint Gregory High School,School,PrivHigh,1677 W Bryn Mawr Ave,417311,,CATHOLIC BISHOP CHGO  ,Chicago
1158650.523,1937200.0555,1525,Saint Philip School,School,PrivSchool,2500 W Bryn Mawr Ave,417770,,ST PHILIPS LUTH CHURCH,Chicago
1166483.4095,1933143.89,1526,Saint Augustine College,School,HigherEd,1345 W Argyle St,1833122,,ST AUGUSTINE COLLEGE  ,Chicago
1168861.85925,1932838.67,1527,McCutcheon Elementary School,School,PubElem,4865 N Sheridan Rd,1831073,,CHICAGO BD EDUCATION  ,Chicago
1169473.80425,1931136.303,1528,Uplift Community High School,School,PubHigh,900 W Wilson Ave,,,CHICAGO BD EDUCATION  ,Chicago
1168405.74075,1932310.98825,1529,Saint Thomas of Canterbury Elementary School,School,PrivElem,4817 N Kenmore Ave,1836541,,CATHOLIC BISHOP CHGO  ,Chicago
1163194.85375,1936430.67975,1530,Rogers Park Montessori School,School,PrivSchool,1800 W Balmoral Ave,,,ROGERS PK.MONTESSORI  ,Chicago
1167711.85075,1930218.56225,1531,Truman College,School,HigherEd,1145 W Wilson Ave,1836994,,PUB BLDG COMM OF CHGO ,Chicago
1166179.90225,1929594.521,1532,Stockton Elementary School,School,PubElem,4420 N Beacon St,419154,,CHICAGO BD EDUCATION  ,Chicago
1164947.89975,1931102.436,1533,Our Lady of Lourdes,School,PrivSchool,4637 N Ashland Ave,412686,,CATHOLIC BISHOP CHGO  ,Chicago
1166062.29125,1925534.73975,1534,Blaine Elementary School,School,PubElem,1422 W Grace St,404537,,CHICAGO BD EDUCATION  ,Chicago
1170334.685,1928840.22825,1535,Brenneman Elementary School,School,PubElem,4251 N Clarendon Ave,1825913,,CHICAGO BD EDUCATION  ,Chicago
1162591.086,1930477.185,1536,Lycee Francais De Chicago,School,PrivSchool,1929 W Wilson Ave,1830638,,THE FRENCH INTL SCHOOL,Chicago
1170698.65075,1927581.1635,1537,Disney Magnet Elementary School,School,PubElem,4140 N Marine Dr,1826168,,PUB BLDG COMM OF CHGO ,Chicago
1165145.01475,1926972.70725,1538,Lake View High School,School,PubHigh,4015 N Ashland Ave,411738,,CHICAGO BD EDUCATION  ,Chicago
1148687.30275,1824866.7305,1539,Prairie Junior High School,School,PubElem,11910 Kostner Ave,426867,,SCHOOL DIST #126,Alsip
1108254.0635,1791004.039,1541,Mary Sears Childrens Academy,School,PrivSchool,16807 108th Ave,,,,Orland Park
1158135.01275,1819602.60225,1542,Dwight Eisenhower High School,School,PubHigh,12700 Sacramento Ave,407824,,SCHOOL DIST #218      ,Blue Island
1132836.77775,1829759.3315,1543,Worth Elementary School,School,PubElem,11158 Oak Park Ave,421509,,SCHOOL DIST #127      ,Worth
1128703.372,1830569.79625,1545,Worthwoods Elementary School,School,PubElem,11000 Oketo Ave,1837289,,SCHOOL DISTRICT #127  ,Worth
1136180.9915,1899925.973,1546,Saint Catherine School,School,PrivSchool,27 W Washington Blvd,417228,,CATHOLIC BISHOP CHGO  ,Oak Park
1134179.76375,1897802.97425,1547,Longfellow Elementary School,School,PubElem,715 S Highland Ave,412615,,SCHOOL DIST # 97      ,Oak Park
1134033.30675,1895045.6195,1548,Irving Elementary School,School,PubElem,1125 S Cuyler Ave,410936,,SCHOOL DIST # 97      ,Oak Park
1132327.72475,1897103.41,1549,Ascension School,School,PrivSchool,601 Van Buren St,403660,,CATHOLIC BISHOP CHGO  ,Oak Park
1130625.864,1894991.27925,1550,Abraham Lincoln Elementary School,School,PubElem,1111 S Grove Ave,403327,,SCHOOL DIST # 97      ,Oak Park
1134202.85975,1906246.2045,1551,Whittier Elementary School,School,PubElem,715 N Harvey Ave,1772686,,SCHOOL DIST # 97      ,Oak Park
1132586.307,1899700.20875,1552,Fenwick High School,School,PrivHigh,505 W Washington Blvd,408325,,FENWICK HIGH SCHOOL   ,Oak Park
1131675.068,1908461.71975,1553,Saint Giles School,School,PrivSchool,1034 N Linden Ave,,,CATHOLIC BISHOP CHGO  ,Oak Park
1130020.88475,1904752.01675,1554,Oliver W Holmes Elementary School,School,PubElem,508 N Kenilworth Ave,410413,,SCHOOL DIST # 97      ,Oak Park
1132299.7385,1903001.15475,1555,Oak Park and River Forest High School,School,PubHigh,201 N Scoville Ave,1737812,,SCHOOL DIST 200       ,Oak Park
1101484.932,1847393.26625,1556,Trinity Lutheran School,School,PrivSchool,11475 GERMAN CHURCH RD,426665,,TRINITY LUTHERAN CH   ,Willow Springs
1127826.404,1896393.7905,1557,Saint Bernardine School,School,PrivSchool,815 Elgin Ave,417205,,CATHOLIC BISHOP CHGO  ,Forest Park
1134264.829,1784064.5315,1558,Fox College,School,HigherEd,18020 Oak Park Ave,2037500,,,Tinley Park
1134021.28875,1899700.24675,1559,Percy Julian Junior High School,School,PubElem,416 S Ridgeland Ave,1764310,,SCHOOL DIST # 97      ,Oak Park
1124589.12225,1907784.3435,1560,Willard Elementary School,School,PubElem,1229 Franklin Ave,421186,,SCHOOL DIST 90        ,River Forest
1155787.9295,1927944.20425,1561,Bateman Elementary School,School,PubElem,4220 N Richmond St,403962,,CHICAGO BD EDUCATION  ,Chicago
1125503.709,1907413.37475,1562,Trinity High School,School,PrivHigh,7547 Division St,419868,,CATHOLIC BISHOP CHGO  ,River Forest
1125435.6705,1909412.798,1563,Saint Vincent Ferrer School,School,PrivSchool,1527 Lathrop Ave,1764351,,ST VINCENT FERR LIT SC,River Forest
1125621.99725,1903862.59925,1564,Roosevelt Middle School,School,PubElem,750 Jackson Ave,,,SCHOOL DIST 90        ,River Forest
1125241.79425,1902560.51925,1565,Saint Luke Roman Catholic School,School,PrivSchool,519 Ashland Ave,417515,,CATHOLIC BISHOP CHGO  ,River Forest
1124368.6525,1902479.99425,1566,Lincoln Elementary School,School,PubElem,511 Park Ave,412192,,SCHOOL DIST 90        ,River Forest
1122756.67625,1902349.90375,1567,Mosaic Montessori Academy,School,PrivSchool,7970 Lake St,,,RIVER FOREST U M CH   ,River Forest
1125383.8925,1839613.37875,1568,H H Conrady Junior High School,School,PubElem,7950 W 97TH ST,1737149,,SCHOOL DIST # 117     ,Hickory Hills
1126846.771,1906433.60325,1569,Concordia University,School,HigherEd,7400 Augusta St,406455,,CONCORDIA UNIVERSITY  ,River Forest
1125574.6985,1842747.3625,1570,Dorn Primary Center,School,PrivSchool,7850 W 92ND ST,407321,,SCHOOL DIST # 117     ,Hickory Hills
1118388.041,1901019.2775,1571,Saint James School,School,PrivSchool,305 S 6th Ave,417337,,CATHOLIC BISHOP CHGO  ,Maywood
1119355.909,1900283.23325,1572,Emerson Elementary School,School,PubElem,311 W Washington Blvd,407997,,SCHOOL DIST # 89      ,Maywood
1120563.0245,1899568.5585,1573,Proviso East High School,School,PubHigh,807 S 1st Ave,416265,,SCHOOL DIST #209      ,Maywood
1116674.00375,1900231.87475,1574,Washington Elementary School,School,PubElem,429 S 12th Ave,420616,,SCHOOL DIST #89       ,Maywood
1117853.068,1895689.37325,1576,Saint Eulalia School,School,PrivSchool,1851 S 9th Ave,417273,,CATHOLIC BISHOP CHGO  ,Maywood
1116808.305,1896494.266,1577,Proviso Area Exceptional Child Alternative School,School,PubSchool,1600 S 10th Ave,1832769,Special Education,SCHOOL DIST #803      ,Maywood
1117459.2395,1897082.7465,1578,Garfield Elementary School,School,PubElem,1514 S 9th Ave,408903,,SCHOOL DIST #89       ,Maywood
1109089.566,1896917.992,1579,Lincoln Elementary School,School,PubElem,3420 Jackson St,412189,,SCHOOL DIST #88       ,Bellwood
1113140.8865,1866375.8005,1580,Helping Hand School,School,PrivSchool,9649 W 55TH ST,,School for children with autism,HELPING HAND REHAB CTR,Countryside
1115762.201,1898858.59225,1581,Eagles Vision Academy,School,PrivSchool,1405 W Madison St,,,ROCK OF AGES BAPT CH  ,Maywood
1125788.3455,1898795.90275,1582,Forest Park School District 91,School,PubSchool,424 Des Plaines Ave,,,SCHOOL DIST # 91      ,Forest Park
1111833.443,1864282.90325,1583,Ideal Elementary School,School,PubElem,9901 W 58TH ST,1830616,,SCHOOL DIST #105      ,Countryside
1113413.86075,1907803.19325,1584,Stevenson Elementary School,School,PubElem,1630 N 20th Ave,419120,,SCHOOL DIST #89       ,Melrose Park
1117172.73275,1904983.5235,1585,Board of Education District 89,School,PubSchool,906 Walton St,,,SCHOOL DIST #89       ,Melrose Park
1117082.311,1904352.9315,1586,Walther Lutheran High School,School,PrivHigh,900 Chicago Ave,1837123,,WALTER LUTHERAN HS    ,Melrose Park
1117050.0505,1903561.286,1587,Saint Paul Lutheran School,School,PrivSchool,1025 W Lake St,1833430,,ST PAUL LUTHERAN CH   ,Melrose Park
1114452.79175,1904209.421,1588,Melrose Park Elementary School,School,PubElem,1701 W Lake St,413379,,SCHOOL DIST # 89      ,Melrose Park
1113471.87725,1903183.9735,1589,H Mcnelty School Of The First Baptist,School,PrivSchool,2100 Main St,,,FIRST BAP CH MELROS PK,Melrose Park
1105240.925,1902083.63025,1590,Jefferson Elementary School,School,PubElem,225 S 46th Ave,411077,,SCHOOL DIST #87       ,Bellwood
1111980.689,1901435.0535,1591,Thurgood Marshall Elementary School,School,PubElem,2501 Oak St,416927,,SCHOOL DIST #88       ,Bellwood
1109117.6285,1901088.60675,1592,McKinley Elementary School,School,PubElem,3317 Butterfield Rd,,,SCHOOL DIST #88       ,Bellwood
1112628.68475,1901219.236,1593,True Vine Christian Academy,School,PrivSchool,400 S 23rd Ave,,,TRUE VINE COGIC BLLWD ,Bellwood
1108655.96075,1900793.76875,1594,Meca Elementary Christian Academy,School,PrivElem,425 Bohland Ave,417798,,CATHOLIC BISHOP CHGO  ,Bellwood
1126705.9685,1900567.23225,1595,Grant-White Elementary School,School,PubElem,7401 Randolph St,1737517,,SCHOOL DIST #91       ,Forest Park
1114994.2635,1899282.266,1596,Irving Elementary School,School,PubElem,805 S 17th Ave,410938,,SCHOOL DIST #89       ,Maywood
1108455.5445,1908604.681,1597,Grant Primary School,School,PubSchool,1801 N 36th Ave,409309,,SCHOOL DIST #88       ,Stone Park
1119177.80075,1895758.66425,1598,Lexington Elementary School,School,PubElem,411 W Lexington St,411979,,SCHOOL DIST #89       ,Maywood
1108549.12075,1897935.803,1599,Lincoln Primary School,School,PubSchool,3519 Wilcox Ave,412191,,SCHOOL DIST #88       ,Bellwood
1126180.067,1895457.394,1600,Field Stevenson Elementary School,School,PubElem,925 Beloit Ave,,,SCHOOL DIST #91       ,Forest Park
1126180.067,1895457.394,1601,Forest Park Middle School,School,PubElem,925 Beloit Ave,1826869,,SCHOOL DIST #91       ,Forest Park
1112457.325,1896350.3025,1602,Wilson Elementary School,School,PubElem,1136 S 24th Ave,421305,,SCHOOL DIST #88       ,Bellwood
1102764.57825,1968198.99275,1603,Maryville Academy,School,PrivSchool,700 Mulcahey Dr,413091,,CATHOLIC BISHOP CHGO  ,Des Plaines
1106975.69,1965392.5675,1604,Oakton Community College,School,HigherEd,1600 E Golf Rd,1832473,,OAKTON COMM COLL #535 ,Des Plaines
1106999.30525,1958806.90475,1605,North Elementary School,School,PubElem,525 S Des Plaines River Rd,414651,,SCHOOL DIST #62       ,Des Plaines
1095000.865,1952791.15775,1606,Devonshire Elementary School,School,PubElem,1401 Pennsylvania Ave,407162,,SCHOOL DIST #59       ,Des Plaines
1092598.38475,1952820.09075,1607,Friendship Junior High School,School,PubElem,550 Elizabeth Ln,1826916,,SCHOOL DIST #59       ,Des Plaines
1105879.40325,1950054.09175,1608,South Elementary School,School,PubElem,1535 Everett Ave,418830,,SCHOOL DIST #62       ,Des Plaines
1104050.82425,1949980.0985,1609,Our Lady of Destiny Catholic School,School,PrivSchool,1880 Ash St,,,CATHOLIC BISHOP CHGO  ,Des Plaines
1100245.75075,1950100.672,1610,Maine West High School,School,PubHigh,480 Howard Ave,1830996,,TRSTS SCHOOL DIST #207,Des Plaines
1104395.9465,1956783.9235,1611,Immanuel Lutheran School,School,PrivSchool,848 Lee St,1830659,,IMMANUEL LUTH CH      ,Des Plaines
1107859.7195,1944255.785,1612,Orchard Place Elementary School,School,PubElem,2727 Maple St,415161,,SCHOOL DIST #62       ,Des Plaines
1113993.469,1956685.42975,1613,Maine East High School,School,PubHigh,2601 Dempster St,1830995,,TRSTS SCHOOL DIST #207,Park Ridge
1108251.489,1946641.46625,1614,Angel Town Private School,School,PrivSchool,1920 E Touhy Ave,,,,Des Plaines
1122559.3285,1966465.688,1615,Springman Middle School,School,PubElem,2701 Central Rd,1836795,,SCHOOL DIST #34       ,Glenview
1118976.36075,1971994.01025,1616,Westbrook Elementary School,School,PubElem,1401 Greenwood Rd,420948,,SCHOOL DIST #34       ,Glenview
1121131.67775,1962635.828,1617,Childrens Learning World,School,PrivSchool,8149 W Golf Rd,,,CATHOLIC BISHOP CHGO  ,Niles
1129785.80575,1962106.8475,1618,Golf Middle School,School,PubElem,9401 Waukegan Rd,2030155,,SCHOOL DIST #67       ,Morton Grove
1120363.043,1982922.684,1619,Maple Junior High School,School,PubElem,2370 Shermer Rd,412966,,SCHOOL DIST #30       ,Northbrook
1117357.54425,1980265.67575,1620,Willowbrook Elementary School,School,PubElem,2500 Happy Hollow Rd,1837234,,SCHOOL DIST #30       ,Glenview
1114428.5035,1975542.48125,1621,Glenbrook South High School,School,PubHigh,4000 West Lake Ave,409064,,SCHOOL DIST 225       ,Glenview
1117528.276,1973248.754,1622,Saint Catharine Laboure School,School,PrivSchool,3425 Thornwood Ave,417229,,CATHOLIC BISHOP CHGO  ,Glenview
1129057.32875,1965323.391,1623,Poko Loko Nursery School,School,PrivSchool,320 Waukegan Rd,,,,Glenview
1129354.23875,1975117.71575,1624,Childrens Land School,School,PrivSchool,1818 Waukegan Rd,,,,Glenview
1120038.98225,1990396.11175,1625,Greenbriar Elementary School,School,PubElem,1225 Greenbriar Ln,409374,,SCHOOL DIST #28       ,Northbrook
1117428.2585,1991022.0465,1626,Westmoor Elementary School,School,PubElem,2500 Cherry Ln,1837204,,SCHOOL DIST #28       ,Northbrook
1135284.35375,1981075.332,1627,Hyde Park Day School-North,School,PrivSchool,1980 Old Willow Rd,,Special Education,CATHOLIC BISHOP CHGO  ,Northfield
1135284.35375,1981075.332,1628,Saint Phillip School,School,PrivSchool,1980 Old Willow Rd,417768,,CATHOLIC BISHOP CHGO  ,Northfield
1138502.70675,1976329.7945,1629,New Trier Township High School West,School,PubHigh,7 S Happ Rd,2035675,,SCHOOL DIST #203      ,Northfield
1134457.365,1980753.16125,1630,Middlefork Primary School,School,PubSchool,401 Wagner Rd,413509,,SCHOOL DIST # 29      ,Northfield
1115062.78125,1991849.40525,1631,Shabonee School,School,PubSchool,2929 Shabonee Trl,409547,,SCHOOL DIST #27       ,Northbrook
1132020.7605,1981754.5155,1632,Sunset Ridge Elementary School,School,PubElem,525 Sunset Ridge Rd,419426,,SCHOOL DISTRICT #29   ,Northfield
