RCDTS,Level,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title I Status,State Senate District,State House District,# Student Enrollment,% Student Enrollment -Male,% Student Enrollment - Female,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - Never EL,% Student Enrollment - Low Income,Latitude,Longitude
15-016-2990-25-2413,School,Pulaski Intl Sch of Chicago,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,20.0,39.0,886.0,50.8,49.2,35.1,,50.5,8.0,16.8,11.9,71.6,34.1,41.918783,-87.683772
15-016-2990-25-2414,School,Pullman Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,17.0,34.0,302.0,51.7,48.3,,70.2,26.2,,12.9,10.3,78.1,74.2,41.68873,-87.6090072
15-016-2990-25-0826,School,Raby High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,5.0,10.0,111.0,56.8,43.2,,87.4,10.8,,55.9,55.9,90.1,98.2,41.69059,-87.70699
15-016-2990-25-2807,School,Randolph Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Comprehensive,All Students,Title 1 Schoolwide,16.0,32.0,365.0,54.2,45.8,,74.0,23.0,,19.5,14.8,82.7,92.1,41.7606,-87.6769
15-016-2990-25-2416,School,Ravenswood Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,7.0,13.0,522.0,49.4,50.6,48.1,8.4,28.9,9.4,21.3,13.2,77.2,32.2,41.9611262,-87.6712885
15-016-2990-25-2417,School,Ray Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,13.0,25.0,610.0,50.7,49.3,13.0,59.3,17.5,3.9,15.4,14.3,79.2,44.8,41.79253,-87.59394
15-016-2990-25-2419,School,Reavis Elem Math & Sci Spec Schl,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Comprehensive,All Students,Title 1 Schoolwide,13.0,26.0,354.0,47.5,52.5,,91.2,5.4,,20.1,18.4,91.2,66.9,41.883229,-87.632398
15-016-2990-25-2421,School,Reilly Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,20.0,40.0,535.0,53.8,46.2,2.8,2.1,90.5,,21.9,15.5,33.1,68.0,41.9417,-87.71922
15-016-2990-25-2422,School,Reinberg Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,2.0,3.0,762.0,52.9,47.1,15.5,4.1,73.0,,26.9,23.1,39.6,75.1,41.94253,-87.76839
15-016-2990-25-2423,School,Revere Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,3.0,5.0,184.0,48.4,51.6,,91.3,,,21.7,18.5,92.9,78.8,41.7645,-87.6003
15-016-2990-25-0536,School,Richards Career Academy HS,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Intensive,"All Students, From Comprehensive",Title 1 Schoolwide,3.0,6.0,304.0,57.6,42.4,,28.0,65.8,5.3,20.4,19.1,37.2,98.0,41.8028,-87.6621
15-016-2990-25-2970,School,Richardson Middle School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,5 - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,11.0,22.0,841.0,51.1,48.9,1.3,,97.6,,18.7,11.7,33.9,87.8,41.78349,-87.72571
15-016-2990-25-0828,School,Rickover Naval Academy High Schl,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,10.0,19.0,524.0,53.4,46.6,15.5,2.3,78.4,,13.7,13.5,45.0,64.5,41.8633111,-87.6591389
15-016-2990-25-2724,School,Robinson Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 3,,,Title 1 Schoolwide,13.0,26.0,117.0,55.6,44.4,,94.0,,,10.3,8.5,,86.3,41.8172,-87.5984
15-016-2990-25-2426,School,Rogers Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,9.0,18.0,787.0,49.2,50.8,19.6,21.3,33.9,,21.6,18.2,53.0,60.5,42.015087,-87.696443
15-016-2990-25-0035,School,Roosevelt High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,20.0,40.0,1058.0,48.6,51.4,3.8,5.4,80.6,2.0,20.7,15.6,16.7,88.0,41.96501,-87.71517
15-016-2990-25-230C,School,Rowe Elementary,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,Comprehensive,All Students,Title 1 Schoolwide,5.0,10.0,617.0,50.2,49.8,1.9,24.0,65.0,8.8,11.5,11.2,57.4,68.4,41.9078,-87.6646
15-016-2990-25-3735,School,Rudolph Elem Learning Center,Chicago Public Schools District 299,Chicago,Cook,Unit District,Special School,PK - 8,,,Title 1 Schoolwide,5.0,10.0,96.0,74.0,26.0,,42.7,49.0,,95.8,95.8,65.6,68.8,41.883743,-87.669684
15-016-2990-25-2428,School,Ruggles Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,17.0,34.0,290.0,53.4,46.6,,93.4,5.5,,12.1,9.7,95.5,91.7,41.7519053,-87.6176279
15-016-2990-25-2867,School,Ruiz Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,"Children with Disabilities, English Learner",Title 1 Schoolwide,12.0,24.0,468.0,54.5,45.5,,3.2,93.4,,31.2,28.2,38.0,86.5,41.847946,-87.681235
15-016-2990-25-2138,School,Ruth Bader Ginsburg Elementary,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,2.0,4.0,260.0,49.2,50.8,61.5,8.1,25.0,,7.7,5.8,38.8,62.7,41.883229,-87.632398
15-016-2990-25-2429,School,Ryder Elem Math & Sci Spec School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,16.0,31.0,349.0,53.3,46.7,,95.1,,,34.7,33.8,96.6,92.3,41.735253,-87.639509
15-016-2990-25-2828,School,Sabin Elem Magnet School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Comprehensive,All Students,Title 1 Schoolwide,2.0,3.0,354.0,47.2,52.8,4.8,20.9,72.6,,9.0,9.0,51.7,86.7,41.7294,-87.5764
15-016-2990-25-2969,School,Sadlowski Elementary School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,13.0,25.0,655.0,54.7,45.3,4.3,5.0,89.9,,28.2,21.7,46.7,83.2,41.704861,-87.528066
15-016-2990-25-2706,School,Salazar Elem Bilingual Center,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,6.0,12.0,351.0,52.7,47.3,,8.8,86.9,,7.4,7.4,16.5,93.7,41.9016,-87.6339
15-016-2990-25-2914,School,Sandoval Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,1.0,1.0,735.0,52.5,47.5,2.0,2.4,94.0,,16.6,7.8,19.0,91.7,41.7927679,-87.7123178
15-016-2990-25-2434,School,Sauganash Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,8.0,15.0,693.0,50.9,49.1,49.1,,22.1,7.4,19.5,8.9,77.5,14.7,41.9907967,-87.7460945
15-016-2990-25-2435,School,Sawyer Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,1.0,1.0,885.0,49.4,50.6,1.9,,96.8,,16.3,11.1,32.5,95.9,41.797702,-87.705743
15-016-2990-25-2436,School,Sayre Elem Language Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,39.0,78.0,376.0,53.5,46.5,8.5,34.0,54.5,,24.2,16.5,69.7,56.9,41.7414,-87.5652
15-016-2990-25-2438,School,Scammon Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,20.0,40.0,615.0,49.9,50.1,7.3,4.2,84.9,,18.7,12.4,34.3,87.6,41.94142,-87.73284
15-016-2990-25-2442,School,Schmid Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,17.0,34.0,194.0,44.8,55.2,,92.3,,,32.0,27.3,97.4,97.9,41.71726,-87.59644
15-016-2990-25-0835,School,School of Social Justice HS,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,12.0,23.0,254.0,48.8,51.2,,17.7,81.5,,13.4,13.4,29.5,93.7,41.835226,-87.735982
15-016-2990-25-2444,School,Schubert Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,20.0,39.0,565.0,,52.4,4.2,,94.5,,13.8,11.0,23.7,80.4,41.9299757,-87.7610758
15-016-2990-25-0036,School,Schurz High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,10.0,19.0,1123.0,52.0,48.0,4.8,7.7,83.6,1.0,24.8,21.3,27.7,89.8,41.94727,-87.73561
15-016-2990-25-0037,School,Senn High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,7.0,14.0,1495.0,,54.0,18.0,23.5,40.1,3.1,17.5,12.8,42.9,73.5,41.989019,-87.666423
15-016-2990-25-2446,School,Seward Elem Communication Arts Ac,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,12.0,24.0,387.0,48.6,51.4,,,96.4,,19.4,16.5,30.5,97.4,41.8099,-87.669
15-016-2990-25-2451,School,Sheridan Elem Math & Science Acad,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,Exemplary,All Students,Title 1 Schoolwide,12.0,24.0,528.0,47.3,52.7,7.2,10.6,19.7,3.4,8.7,8.7,67.6,53.8,41.8442,-87.641
15-016-2990-25-2453,School,Sherman Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,3.0,6.0,223.0,51.6,48.4,,70.4,26.5,,15.7,14.3,80.3,97.8,41.8,-87.6505
15-016-2990-25-2454,School,Sherwood Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,3.0,5.0,203.0,53.7,46.3,,85.7,11.3,,36.5,36.5,90.1,89.7,41.79059,-87.63199
15-016-2990-25-2455,School,Shields Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 4,Commendable,All Students,Title 1 Schoolwide,12.0,23.0,437.0,48.3,51.7,2.5,,95.9,,22.0,19.0,38.9,93.8,41.81587,-87.69005
15-016-2990-25-2968,School,Shields Middle School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,5 - 8,Commendable,All Students,Title 1 Schoolwide,1.0,1.0,328.0,51.8,48.2,,,97.3,,24.1,17.1,35.1,96.6,41.8063,-87.6901
15-016-2990-25-2456,School,Shoesmith Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 6,Targeted,"Children with Disabilities, English Learner",Title 1 Schoolwide,13.0,25.0,291.0,52.9,47.1,,67.0,22.7,5.2,20.3,18.2,77.7,72.2,41.80503,-87.59422
15-016-2990-25-2457,School,Shoop Math-Sci Tech Elem Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,14.0,27.0,513.0,50.7,49.3,,93.4,4.1,,21.6,20.9,97.5,91.4,41.883229,-87.632398
15-016-2990-25-0537,School,Simeon Career Academy High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,16.0,31.0,1044.0,49.2,50.8,,97.5,1.6,,15.1,15.0,98.9,70.4,41.744752,-87.634775
15-016-2990-25-2458,School,Skinner Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,5.0,10.0,1138.0,51.7,48.3,25.5,25.8,13.4,6.5,12.7,6.9,82.5,21.9,41.87974,-87.65919
15-016-2990-25-2959,School,Skinner North Elem Sch,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,5.0,9.0,515.0,59.6,,23.9,4.1,6.2,11.8,7.8,7.8,88.7,12.0,41.727,-87.71272
15-016-2990-25-2768,School,Smith  W Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,17.0,34.0,340.0,49.7,50.3,,95.0,3.8,,20.6,17.4,,95.3,41.8711489,-88.202045
15-016-2990-25-2459,School,Smyser Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,10.0,19.0,767.0,49.5,50.5,23.5,4.0,63.8,,19.6,13.2,62.7,62.7,41.95902,-87.7820144
15-016-2990-25-2460,School,Smyth  J Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Comprehensive,All Students,Title 1 Schoolwide,5.0,9.0,343.0,55.7,44.3,,93.3,5.2,,26.2,24.5,97.7,80.5,41.8653,-87.6535
15-016-2990-25-2461,School,Solomon Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,8.0,15.0,321.0,52.6,47.4,42.7,7.5,15.0,,29.0,24.0,44.5,48.9,41.9943,-87.7244
15-016-2990-25-0859,School,Solorio Academy High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,1.0,1.0,1245.0,55.9,44.1,1.0,1.0,97.1,,16.0,10.7,26.9,90.4,41.795458,-87.711514
15-016-2990-25-2971,School,Sor Juana Ines de la Cruz,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,11.0,22.0,542.0,54.1,45.9,5.9,,90.8,,7.9,7.9,61.3,48.5,42.016443,-87.684996
15-016-2990-25-2855,School,South Loop Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,3.0,6.0,846.0,49.4,50.6,30.6,33.7,13.2,,19.0,12.1,86.6,27.9,41.8595412,-87.6283473
15-016-2990-25-2960,School,South Shore Fine Arts Elem Sch,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,13.0,26.0,223.0,51.6,48.4,,95.5,4.5,,36.8,36.8,,63.2,41.7674,-87.5904
15-016-2990-25-0860,School,South Shore Intl Col Prep HS,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,17.0,33.0,594.0,39.1,60.9,,95.5,3.5,,12.0,12.0,95.3,72.7,41.7625303,-87.5762132
15-016-2990-25-2462,School,Spencer Technology Acad Elem Sch,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Comprehensive,All Students,Title 1 Schoolwide,4.0,8.0,421.0,52.3,,,83.1,14.0,,13.3,10.9,86.5,99.5,41.6964,-87.6398
15-016-2990-25-0818,School,Spry Community Links High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,12.0,23.0,82.0,64.6,35.4,,,96.3,,18.3,18.3,,80.5,41.8477353,-87.6996995
15-016-2990-25-2469,School,Spry Elem Community School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,"Children with Disabilities, English Learner",Title 1 Schoolwide,12.0,23.0,316.0,49.1,50.9,,,95.3,,19.0,16.1,32.3,78.8,42.0171092,-87.6780221
15-016-2990-25-2464,School,Stagg Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,16.0,31.0,376.0,52.4,47.6,,79.0,18.1,,19.1,17.8,85.1,70.5,41.7591,-87.6494
15-016-2990-25-0041,School,Steinmetz College Prep HS,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Targeted,Children with Disabilities,Title 1 Schoolwide,2.0,3.0,1063.0,47.7,52.3,7.4,16.6,74.6,,20.1,16.0,33.8,87.5,41.9355955,-87.7843338
15-016-2990-25-2967,School,STEM Magnet Academy Elem,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,5.0,9.0,397.0,50.6,49.4,5.0,34.3,20.9,2.8,9.8,9.6,74.3,49.9,41.8687065,-87.6648561
15-016-2990-25-2465,School,Stevenson Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,16.0,32.0,1204.0,54.6,45.4,3.3,5.6,89.3,,24.1,19.9,37.7,84.8,41.7471,-87.732
15-016-2990-25-3762,School,Stock Early Childhood Center,Chicago Public Schools District 299,Chicago,Cook,Unit District,Special School,PK,,,Title 1 Ineligible Due to Ranking,10.0,20.0,207.0,63.3,36.7,63.3,,22.7,,39.1,39.1,77.3,17.4,42.0166,-87.8143
15-016-2990-25-2468,School,Stone Elem Scholastic Academy,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,Commendable,All Students,Title 1 Schoolwide,8.0,16.0,553.0,49.9,50.1,22.8,22.4,12.5,4.9,11.9,11.9,49.7,60.8,41.8741,-87.7023
15-016-2990-25-2472,School,Stowe Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,"Black/African American, Children with Disabilities",Title 1 Schoolwide,2.0,4.0,557.0,51.5,48.5,2.7,8.3,87.6,,25.0,21.2,32.9,87.3,41.91253,-87.71311
15-016-2990-25-2941,School,Suder Montessori Elem Magnet Schl,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,5.0,10.0,423.0,,51.3,20.3,48.9,17.5,9.5,12.5,12.5,92.4,43.5,41.8834318,-87.6779518
15-016-2990-25-2474,School,Sullivan Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,"Hispanic or Latino, Children with Disabilities, English Learner",Title 1 Schoolwide,13.0,25.0,437.0,53.5,46.5,2.5,70.0,26.1,,25.2,23.3,80.3,96.1,41.744,-87.5426
15-016-2990-25-0042,School,Sullivan High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,9 - 12,Targeted,"Hispanic or Latino, Children with Disabilities",Title 1 Schoolwide,7.0,14.0,711.0,51.5,48.5,15.9,29.7,37.6,5.1,22.1,19.1,24.9,77.5,42.0028032,-87.6689292
15-016-2990-25-2475,School,Sumner Elem Math & Sci Comm Acad,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,5.0,10.0,201.0,54.2,45.8,,94.0,,,19.9,18.4,96.0,78.6,41.883229,-87.632398
15-016-2990-25-2476,School,Sutherland Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,K - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,18.0,35.0,637.0,51.3,48.7,30.1,53.8,10.8,,20.7,16.5,98.3,34.5,41.7110216,-87.6763077
15-016-2990-25-2477,School,Swift Elem Specialty School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,7.0,14.0,530.0,50.4,49.6,15.1,24.7,33.6,,27.0,23.2,33.6,86.8,41.9892,-87.6585
15-016-2990-25-0043,School,Taft High School,Chicago Public Schools District 299,Chicago,Cook,Unit District,High School,7 - 12,Commendable,All Students,Title 1 Eligible but Not Served,10.0,20.0,4290.0,50.4,,39.7,2.8,44.9,4.2,19.1,11.2,53.4,49.8,41.98478,-87.7912
15-016-2990-25-2478,School,Talcott Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,2.0,4.0,486.0,54.7,45.3,9.5,4.3,83.1,2.5,20.8,18.7,31.3,71.2,41.89281,-87.67394
15-016-2990-25-2926,School,Talman Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,1.0,1.0,332.0,49.1,50.9,7.2,,90.4,,19.6,19.6,15.7,89.8,41.7942972,-87.6904175
15-016-2990-25-2479,School,Tanner Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,16.0,32.0,271.0,46.5,53.5,,86.3,12.5,,23.6,22.5,87.8,96.7,41.7608,-87.607
15-016-2990-25-2943,School,Tarkington Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,16.0,32.0,788.0,48.7,51.3,,15.4,83.0,,17.0,15.5,38.3,93.3,41.7647,-87.7063
15-016-2990-25-2480,School,Taylor Elem School,Chicago Public Schools District 299,Chicago,Cook,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,13.0,25.0,336.0,53.0,47.0,5.7,7.7,85.7,,20.2,17.3,36.9,88.1,41.71559,-87.5331
